iso3,year,gdp_pc_const2015,population,n_loans,total_loan_amount,kiva_active,log_gdp_pc,log_population,c_log_gdp_pc,c_log_gdp_pc_sq,institutional_pca1,institutional_index,financial_access_index
CHI,2013,60780.669022098,161777.0,0.0,0.0,0,11.015027073683946,11.993974122698685,2.2489455887814014,5.057756261299324,,,
CHI,2014,61892.8083445708,162726.0,0.0,0.0,0,11.033159270090596,11.999823083758931,2.267077785188052,5.139641684093163,,,
CHI,2015,61847.8212238857,163454.0,0.0,0.0,0,11.032432150423855,12.004286884168607,2.26635066552131,5.136345339108885,,,
CHI,2016,62434.1859444218,163883.0,0.0,0.0,0,11.041868256015006,12.00690803757087,2.275786771112461,5.179205427570482,,,
CHI,2017,63393.3938698644,164319.0,0.0,0.0,0,11.057114937360158,12.009564939457402,2.2910334524576133,5.24883428027985,,,
CHL,2013,13182.7329619856,17687006.0,102.0,419050.0,1,9.48666314331262,16.688340803649076,0.7205816584100759,0.5192379264370154,1.4182618573932184,1.370859301227197,0.0458645841777895
CHL,2014,13285.9540361192,17864195.0,8.0,37725.0,1,9.49446266864666,16.698308988250883,0.7283811837441156,0.5305391488324792,1.4182618573932184,1.370859301227197,0.0458645841777895
CHL,2015,13433.9202987032,18047625.0,2.0,84925.0,1,9.505538153004625,16.708524655138525,0.7394566681020809,0.546796164000631,1.4182618573932184,1.370859301227197,0.0458645841777895
CHL,2016,13505.097711133,18267221.0,0.0,0.0,0,9.510822501382549,16.72061880950501,0.7447410164800043,0.5546391816276701,1.4182618573932184,1.370859301227197,0.0458645841777895
CHL,2017,13473.3458532934,18558868.0,0.0,0.0,0,9.508468631529055,16.73645829208297,0.7423871466265108,0.5511386754762525,1.4182618573932184,1.370859301227197,0.0458645841777895
CHN,2013,7197.937319496,1363240000.0,0.0,0.0,0,8.881549780556604,21.033130056331842,0.11546829565405936,0.013332927301253263,0.6400001972113206,0.6209204823424473,-0.1861905353489575
CHN,2014,7686.37369520403,1371860000.0,10.0,24200.0,1,8.947204390187988,21.03943332022726,0.18112290528544328,0.03280550681903966,0.6400001972113206,0.6209204823424473,-0.1861905353489575
CHN,2015,8175.33285077393,1379860000.0,62.0,152300.0,1,9.008876710627593,21.045247881693836,0.24279522572504852,0.05894952163487727,0.6400001972113206,0.6209204823424473,-0.1861905353489575
CHN,2016,8679.22528805041,1387790000.0,58.0,172025.0,1,9.068687551142396,21.050978390754533,0.30260606623985176,0.09157043132515755,0.6400001972113206,0.6209204823424473,-0.1861905353489575
CHN,2017,9221.35045639842,1396215000.0,4.0,32000.0,1,9.129276776150117,21.05703084088936,0.3631952912475729,0.13191081958440928,0.6400001972113206,0.6209204823424473,-0.1861905353489575
CIV,2013,1632.32712787006,23939775.0,47.0,69425.0,1,7.397761961436249,16.991051859553693,-1.3683195234662957,1.8722983182990305,-0.3690759556998419,-0.2993876762780958,-0.6520002624140412
CIV,2014,1742.53693001178,24527395.0,0.0,0.0,0,7.463097336104087,17.015301214101335,-1.3029841487984575,1.6977676920200409,-0.3690759556998419,-0.2993876762780958,-0.6520002624140412
CIV,2015,1814.71855088017,25246342.0,0.0,0.0,0,7.503685666289025,17.044191831903657,-1.2623958186135198,1.5936432028528988,-0.3690759556998419,-0.2993876762780958,-0.6520002624140412
CIV,2016,1889.27777949938,25989405.0,0.0,0.0,0,7.543949907775461,17.07319951293507,-1.222131577127084,1.4936055918111337,-0.3690759556998419,-0.2993876762780958,-0.6520002624140412
CIV,2017,1972.81431788947,26733372.0,1.0,50000.0,1,7.587216390032501,17.101423230551628,-1.1788650948700434,1.3897229119029566,-0.3690759556998419,-0.2993876762780958,-0.6520002624140412
CMR,2013,1347.2130636706,21402376.0,694.0,288650.0,1,7.205793340346184,16.879012501866306,-1.5602881445563606,2.4344990940431304,-0.9950886402489684,-0.8594719640250501,-0.8177418467485632
CMR,2014,1381.81938454907,22059893.0,276.0,135100.0,1,7.231156304432972,16.90927172136989,-1.534925180469573,2.355995309639551,-0.9950886402489684,-0.8594719640250501,-0.8177418467485632
CMR,2015,1415.00009710569,22763414.0,96.0,46150.0,1,7.254884878703265,16.94066515597353,-1.5111966061992792,2.283715182588219,-0.9950886402489684,-0.8594719640250501,-0.8177418467485632
CMR,2016,1435.61830727839,23454161.0,785.0,301975.0,1,7.269350911545437,16.97055847848031,-1.496730573357108,2.240202409221897,-0.9950886402489684,-0.8594719640250501,-0.8177418467485632
CMR,2017,1444.90682916573,24128601.0,1777.0,787300.0,1,7.2758001203817315,16.99890845829923,-1.490281364520813,2.2209385454380164,-0.9950886402489684,-0.8594719640250501,-0.8177418467485632
COD,2013,464.526715460494,75789395.0,323.0,1550725.0,1,6.1410190710467045,18.143468933172898,-2.62506241385584,6.8909526766386495,-1.6579514709203065,-1.5241889798795083,-0.9231954628284872
COD,2014,481.830241883776,78403242.0,733.0,3741625.0,1,6.177591856753407,18.17737583650648,-2.588489628149137,6.700278555035658,-1.6579514709203065,-1.5241889798795083,-0.9231954628284872
COD,2015,495.826633014883,81035531.0,831.0,3085050.0,1,6.206226335413076,18.21039827077702,-2.5598551494894686,6.55285838636775,-1.6579514709203065,-1.5241889798795083,-0.9231954628284872
COD,2016,480.461377880475,83956415.0,809.0,2407150.0,1,6.174746846158917,18.24580835310084,-2.5913346387436276,6.715015209952567,-1.6579514709203065,-1.5241889798795083,-0.9231954628284872
COD,2017,482.854682128541,87083398.0,1261.0,3718225.0,1,6.1797157432252705,18.282376815158642,-2.586365741677274,6.689287749721836,-1.6579514709203065,-1.5241889798795083,-0.9231954628284872
COG,2013,2390.65754938662,4857099.0,146.0,636850.0,1,7.779323732351909,15.395951904072593,-0.9867577525506359,0.973690862218782,-0.4628875480152302,-0.4989686336602212,
COG,2014,2488.68118548992,4975880.0,97.0,587225.0,1,7.8195082047660645,15.420112797354737,-0.9465732801364801,0.8960009746683353,-0.4628875480152302,-0.4989686336602212,
COG,2015,2439.35189403696,5097581.0,31.0,199025.0,1,7.799487665806785,15.444276671446726,-0.9665938190957597,0.9343036111141262,-0.4628875480152302,-0.4989686336602212,
COG,2016,2174.19310251224,5222536.0,0.0,0.0,0,7.684412887339258,15.468493665639459,-1.0816685975632865,1.1700069549545271,-0.4628875480152302,-0.4989686336602212,
COG,2017,2003.27121075187,5351011.0,0.0,0.0,0,7.602536728772284,15.492796072981854,-1.1635447561302605,1.3538363995182274,-0.4628875480152302,-0.4989686336602212,
COL,2013,5910.80592301166,46151584.0,3045.0,2964550.0,1,8.684537467094968,17.647441841184357,-0.08154401780757681,0.006649426840202403,0.0065052867690686,0.0764673999986448,0.7099620092343235
COL,2014,6121.83982019825,46565429.0,5197.0,4606700.0,1,8.719617954543367,17.65636895682362,-0.04646353035917805,0.0021588596534382605,0.0065052867690686,0.0764673999986448,0.7099620092343235
COL,2015,6248.51490534512,46969940.0,6644.0,4299450.0,1,8.740099099350715,17.66501838059125,-0.025982385551829523,0.0006750843589639195,0.0065052867690686,0.0764673999986448,0.7099620092343235
COL,2016,6316.07067782542,47437512.0,7170.0,3897075.0,1,8.750852565595604,17.67492386608452,-0.01522891930694037,0.00023191998325730115,0.0065052867690686,0.0764673999986448,0.7099620092343235
COL,2017,6309.67745292518,48131078.0,5764.0,3270875.0,1,8.749839837418161,17.689438638701436,-0.016241647484383392,0.0002637911130069774,0.0065052867690686,0.0764673999986448,0.7099620092343235
COM,2013,1343.54683280656,696192.0,0.0,0.0,0,7.203068286254512,13.453380763342578,-1.563013198648033,2.443010259147955,,,
COM,2014,1342.3295858321,711503.0,0.0,0.0,0,7.202161880398047,13.475134912947286,-1.5639196045044974,2.4458445293535034,,,
COM,2015,1329.37048235986,726682.0,0.0,0.0,0,7.192460787629863,13.496244246791973,-1.5736206972726814,2.47628209888496,,,
COM,2016,1345.6261652831,741741.0,0.0,0.0,0,7.2046147340973326,13.516755404611308,-1.561466750805212,2.4381784138701863,,,
COM,2017,1369.41180275963,756669.0,0.0,0.0,0,7.222136585577547,13.536681184485161,-1.5439448993249973,2.3837658521516762,,,
CPV,2013,3361.09387702205,512225.0,0.0,0.0,0,8.120021758612051,13.146519260615399,-0.6460597262904937,0.4173931699345476,,,
CPV,2014,3383.8422809791,512326.0,0.0,0.0,0,8.12676711236428,13.146716420152265,-0.639314372538264,0.4087228669339941,,,
CPV,2015,3415.06266730931,512394.0,0.0,0.0,0,8.13595112243954,13.146849139334284,-0.6301303624630048,0.3970642736977578,,,
CPV,2016,3560.1400729534,512554.0,0.0,0.0,0,8.177555169407254,13.147161350297766,-0.5885263154952902,0.3463632240304619,,,
CPV,2017,3719.71306047915,512893.0,0.0,0.0,0,8.221401810012392,13.147822525399649,-0.544679674890153,0.2966759482384428,,,
CRI,2013,11151.1437937744,4716147.0,711.0,929000.0,1,9.319297354028341,15.36650271063707,0.5532158691257969,0.3060477978526108,1.2493212160830198,1.1356229087896326,0.8152055751475791
CRI,2014,11422.6735972442,4767119.0,452.0,566350.0,1,9.343355571154657,15.377252697164666,0.5772740862521122,0.3332453706582111,1.2493212160830198,1.1356229087896326,0.8152055751475791
CRI,2015,11714.7106121672,4818038.0,565.0,795525.0,1,9.368600648303643,15.38787734921593,0.602519163401098,0.36302934226555905,1.2493212160830198,1.1356229087896326,0.8152055751475791
CRI,2016,12084.4351419988,4866998.0,302.0,404575.0,1,9.399673551623106,15.397987877884749,0.6335920667205617,0.4014389070112327,1.2493212160830198,1.1356229087896326,0.8152055751475791
CRI,2017,12468.5654849336,4913177.0,420.0,609025.0,1,9.430965994761966,15.407431337369328,0.6648845098594212,0.4420714114510027,1.2493212160830198,1.1356229087896326,0.8152055751475791
CUB,2013,7307.82004410741,11298167.0,0.0,0.0,0,8.896700292688333,16.240151058135336,0.1306188077857886,0.01706127294738079,,,
CUB,2014,7392.48324633027,11285775.0,0.0,0.0,0,8.90821898541771,16.239053641108345,0.14213750051516527,0.020203069052698606,,,
CUB,2015,7727.91997207998,11275065.0,0.0,0.0,0,8.952595020259022,16.238104208303138,0.18651353535647708,0.03478729887117182,,,
CUB,2016,7774.0698462623,11265612.0,0.0,0.0,0,8.95854909596948,16.237265457936044,0.19246761106693455,0.037043781309812784,,,
CUB,2017,7927.27769431767,11247829.0,0.0,0.0,0,8.978064963675275,16.235685690214318,0.21198347877272994,0.044936995272588445,,,
CYM,2013,76038.879554035,58655.0,0.0,0.0,0,11.23900006153898,10.97942810193982,2.4729185766364346,6.11532628667357,,,
CYM,2014,76104.6215727416,60160.0,0.0,0.0,0,11.239864272265185,11.004762958623722,2.473782787362641,6.119601279051676,,,
CYM,2015,76379.2095108681,61642.0,0.0,0.0,0,11.243465811300291,11.029098735371013,2.477384326397747,6.137433100681218,,,
CYM,2016,77031.8643873625,63100.0,0.0,0.0,0,11.25197443844711,11.052476048529304,2.4858929535445657,6.179663776482524,,,
CYM,2017,77717.1752058822,64535.0,0.0,0.0,0,11.260831557049615,11.074962991269288,2.4947500721470703,6.2237779224778125,,,
CYP,2013,22711.708984375,1183895.0,0.0,0.0,0,10.03063588477268,13.984320408061135,1.2645543998701356,1.599097830230919,,,
CYP,2014,22373.56640625,1201801.0,0.0,0.0,0,10.015635469861357,13.999331822966823,1.249553984958812,1.561385161326447,,,
CYP,2015,23088.4296875,1219502.0,0.0,0.0,0,10.047086891698926,14.013953136653168,1.2810054067963819,1.6409748522415637,,,
CYP,2016,24477.974609375,1237112.0,0.0,0.0,0,10.105528996658267,14.028290188908962,1.339447511755722,1.7941196367485952,,,
CYP,2017,25665.990234375,1254275.0,0.0,0.0,0,10.152922057315555,14.042068274378272,1.3868405724130106,1.923326773290847,,,
CZE,2013,16759.7808635642,10514272.0,0.0,0.0,0,9.72673729898426,16.168244130295115,0.960655814081715,0.9228595931290025,,,
CZE,2014,17118.0425571578,10525347.0,0.0,0.0,0,9.74788830654419,16.16929690611039,0.981806821641646,0.963944635022071,,,
CZE,2015,17931.5987670768,10546059.0,0.0,0.0,0,9.794319729778335,16.171262793595115,1.0282382448757907,1.0572738882252466,,,
CZE,2016,18359.0978103904,10566332.0,0.0,0.0,0,9.817880524099502,16.173183277753544,1.0517990391969576,1.1062812188556432,,,
CZE,2017,19257.6930680911,10594438.0,0.0,0.0,0,9.86566589978201,16.175839704389034,1.099584414879466,1.2090858854458175,,,
DEU,2013,40884.8926759028,80645605.0,0.0,0.0,0,10.618515901568854,18.205574866320283,1.8524344166663091,3.4315132680498492,,,
DEU,2014,41602.4661281668,80982500.0,0.0,0.0,0,10.635914726419337,18.209743639911967,1.8698332415167922,3.4962763510811947,,,
DEU,2015,41929.7549110722,81686611.0,0.0,0.0,0,10.643750994955075,18.21840066635147,1.877669510052531,3.5256427889809117,,,
DEU,2016,42516.9337063103,82348669.0,0.0,0.0,0,10.657657715704788,18.22647285173721,1.8915762308022437,3.5780606369360233,,,
DEU,2017,43543.4807050551,82657002.0,0.0,0.0,0,10.681515274290929,18.230210097336165,1.9154337893883842,3.668886601530745,,,
DJI,2013,2140.13769442336,984824.0,0.0,0.0,0,7.668625449134449,13.80021822398597,-1.0974560357680954,1.204409750443823,,,
DJI,2014,2253.14082249768,1002717.0,0.0,0.0,0,7.72008044291642,13.818223873591892,-1.0460010419861243,1.0941181798360577,,,
DJI,2015,2376.12554719873,1020313.0,0.0,0.0,0,7.773226518816672,13.83562000093281,-0.992854966085873,0.98576098368138,,,
DJI,2016,2502.85181449431,1037653.0,0.0,0.0,0,7.825186086520712,13.852471990093894,-0.9408953983818327,0.8852841506961077,,,
DJI,2017,2596.45134698268,1054841.0,0.0,0.0,0,7.86190092518572,13.8689006026338,-0.9041805597168242,0.8175424845698295,,,
DMA,2013,8459.6586988024,69715.0,0.0,0.0,0,9.043064108855313,11.152170781629122,0.27698262395276885,0.07671937397176096,,,
DMA,2014,8576.26367623609,70373.0,0.0,0.0,0,9.056753628667709,11.16156494585521,0.29067214376516404,0.08449029516103619,,,
DMA,2015,8282.59874702141,70410.0,0.0,0.0,0,9.021912056472,11.16209057751318,0.2558305715694562,0.06544928134955466,,,
DMA,2016,8499.52291903149,69606.0,0.0,0.0,0,9.047765313730453,11.150606049503462,0.28168382882790866,0.07934577942315055,,,
DMA,2017,7985.6341102129,68496.0,0.0,0.0,0,8.985399470171473,11.134530628384727,0.21931798526892798,0.048100378662421714,,,
DNK,2013,51970.3909324806,5614932.0,0.0,0.0,0,10.858429430246288,15.540940035662826,2.092347945343743,4.377919924384183,,,
DNK,2014,52368.3625969272,5643475.0,0.0,0.0,0,10.866057920734086,15.546010568492928,2.0999764358315414,4.409901031047744,,,
DNK,2015,53094.0133607574,5683483.0,0.0,0.0,0,10.879819458138824,15.553074806989798,2.1137379732362795,4.467888219501015,,,
DNK,2016,54300.2039621991,5728010.0,0.0,0.0,0,10.9022832621249,15.560878733431151,2.1362017772223556,4.56335803300795,,,
DNK,2017,55601.0145717787,5764980.0,0.0,0.0,0,10.925956727766048,15.567312242468525,2.159875242863503,4.665061064734676,,,
DOM,2013,6075.03399972737,10193833.0,321.0,1089725.0,1,8.711942864856029,16.137293487562335,-0.054138620046515484,0.002930990180540968,0.3630078600248732,0.2978053621838367,0.0715806607896997
DOM,2014,6430.27811051339,10315528.0,146.0,728225.0,1,8.76877306832018,16.149160890768336,0.0026915834176346465,7.244621294085804e-06,0.3630078600248732,0.2978053621838367,0.0715806607896997
DOM,2015,6800.95309395474,10434829.0,147.0,691275.0,1,8.824818042218277,16.160659711200566,0.058736557315732796,0.0034499831653043637,0.3630078600248732,0.2978053621838367,0.0715806607896997
DOM,2016,7177.75376475488,10551430.0,126.0,426450.0,1,8.87874176696129,16.17177195372465,0.11266028205874612,0.012692339153556232,0.3630078600248732,0.2978053621838367,0.0715806607896997
DOM,2017,7379.39978067137,10666843.0,188.0,584600.0,1,8.906447583754677,16.18265070320925,0.14036609885213203,0.0197026417069665,0.3630078600248732,0.2978053621838367,0.0715806607896997
DZA,2013,4543.23444006767,38414171.0,0.0,0.0,0,8.421394469109343,17.463936985939082,-0.3446870157932018,0.11880913885642297,,,
DZA,2014,4634.10149179952,39205031.0,0.0,0.0,0,8.441197606306115,17.484315638362318,-0.3248838785964292,0.10554953457185935,,,
DZA,2015,4685.05902729002,40019529.0,0.0,0.0,0,8.452133793801268,17.504878117935164,-0.3139476911012764,0.09856315274782247,,,
DZA,2016,4768.73140081027,40850721.0,0.0,0.0,0,8.46983559480189,17.525435029053327,-0.2962458901006553,0.08776162740152953,,,
DZA,2017,4742.90075532529,41689299.0,0.0,0.0,0,8.4644042012069,17.54575503513178,-0.3016772836956445,0.09100918349798237,,,
ECU,2013,5893.32172683036,15807128.0,2719.0,3457425.0,1,8.681575078092347,16.57597153550499,-0.08450640681019728,0.007141332791970556,0.1406470078474653,0.1065608031322214,-0.027994411172281
ECU,2014,6055.04172761485,16035124.0,2905.0,3964675.0,1,8.708646547394471,16.590292124163373,-0.0574349375080736,0.00329877204655632,0.1406470078474653,0.1065608031322214,-0.027994411172281
ECU,2015,5976.1596805651,16266225.0,2929.0,3395375.0,1,8.695533446764424,16.60460143014731,-0.07054803813812072,0.004977025685137735,0.1406470078474653,0.1065608031322214,-0.027994411172281
ECU,2016,5849.13587933672,16505139.0,5038.0,4822475.0,1,8.674049216381379,16.619182344924365,-0.09203226852116586,0.008469938449151976,0.1406470078474653,0.1065608031322214,-0.027994411172281
ECU,2017,6104.27253521751,16759519.0,5118.0,5596450.0,1,8.716744220594295,16.63447695332237,-0.04933726430824947,0.002434165649422067,0.1406470078474653,0.1065608031322214,-0.027994411172281
EGY,2013,3216.37839024454,95333553.0,0.0,0.0,0,8.076011282035749,18.372892384309168,-0.6900702028667958,0.47619688488462064,-0.1603443929102546,-0.0748429100740405,-0.433418799469898
EGY,2014,3235.66246235519,97528654.0,55.0,41225.0,1,8.08198896567844,18.395656779971183,-0.6840925192241052,0.46798257485838274,-0.1603443929102546,-0.0748429100740405,-0.433418799469898
EGY,2015,3306.98159414141,99597342.0,423.0,341125.0,1,8.103791147239486,18.41664603545174,-0.6622903376630589,0.43862849136184856,-0.1603443929102546,-0.0748429100740405,-0.433418799469898
EGY,2016,3381.22246307712,101644589.0,639.0,506800.0,1,8.125992598554863,18.43699286494445,-0.6400888863476819,0.40971378242581563,-0.1603443929102546,-0.0748429100740405,-0.433418799469898
EGY,2017,3452.90961245976,103696057.0,1343.0,525875.0,1,8.146972520522551,18.456974649333173,-0.6191089643799934,0.38329590977566796,-0.1603443929102546,-0.0748429100740405,-0.433418799469898
ESP,2013,24498.5559507945,46604197.0,0.0,0.0,0,10.106369454011844,17.657201159418005,1.3402879691092995,1.7963718401391304,,,
ESP,2014,24947.8512505913,46460733.0,0.0,0.0,0,10.124542975250144,17.654118062194566,1.358461490347599,1.8454176207574202,,,
ESP,2015,25982.4416197775,46422303.0,0.0,0.0,0,10.165176266554539,17.653290569816026,1.3990947816519945,1.9574662080458423,,,
ESP,2016,26719.2442268615,46458139.0,0.0,0.0,0,10.193139342327708,17.65406222854216,1.4270578574251633,2.036494128438898,,,
ESP,2017,27426.281015093,46571232.0,0.0,0.0,0,10.219256993809829,17.656493569407864,1.4531755089072842,2.1117190596879443,,,
EST,2013,16809.5326683781,1317997.0,0.0,0.0,0,9.729701425205867,14.091623717865975,0.9636199403033228,0.9285633893501793,,,
EST,2014,17413.6867560212,1314545.0,0.0,0.0,0,9.765011771172404,14.089001156114996,0.998930286269859,0.9978617168271825,,,
EST,2015,17722.1557669523,1315407.0,0.0,0.0,0,9.782570874036644,14.089656681410414,1.0164893891340991,1.033250678222214,,,
EST,2016,18264.9873304279,1315790.0,0.0,0.0,0,9.81274124557614,14.089947803665954,1.0466597606735952,1.0954966546133076,,,
EST,2017,19270.8141210511,1317384.0,0.0,0.0,0,9.866347008624501,14.091158509980621,1.1002655237219567,1.2105842226911518,,,
FIN,2013,42883.6384986417,5438972.0,0.0,0.0,0,10.666245645191548,15.5091006303867,1.9001641602890036,3.610623836046814,,,
FIN,2014,42502.4880199858,5461512.0,0.0,0.0,0,10.657317894845738,15.513236232461892,1.8912364099431933,3.576775158294818,,,
FIN,2015,42560.3456767103,5479531.0,0.0,0.0,0,10.658678246085698,15.516530071320078,1.8925967611831531,3.581922500440961,,,
FIN,2016,43529.6761616969,5495303.0,0.0,0.0,0,10.68119819509062,15.519404285336954,1.9151167101880748,3.6676720136415946,,,
FIN,2017,44862.220404205,5508214.0,0.0,0.0,0,10.711351303153466,15.52175099065401,1.945269818250921,3.784074665797971,,,
FJI,2013,4630.3512738488,916352.0,0.0,0.0,0,8.440388013284181,13.728155849315803,-0.32569347161836326,0.1060762374548216,,,
FJI,2014,4883.24299340799,917585.0,0.0,0.0,0,8.493564825962569,13.72950049767153,-0.2725166589399759,0.07426532939980715,,,
FJI,2015,5097.53106864695,918578.0,0.0,0.0,0,8.536511597309282,13.730582101098685,-0.22956988759326258,0.052702333289583216,,,
FJI,2016,5218.85824573477,919166.0,0.0,0.0,0,8.56003393008174,13.731222016146772,-0.20604755482080428,0.042455594847632346,,,
FJI,2017,5500.67840280072,918759.0,0.0,0.0,0,8.612626709577842,13.730779125379572,-0.1534547753247022,0.02354836806995483,,,
FRA,2013,36256.086680981,65997932.0,0.0,0.0,0,10.498362554628631,18.00513396616647,1.7322810697260866,3.000797704531355,,,
FRA,2014,36444.3949089146,66312067.0,0.0,0.0,0,10.503542950822526,18.009882444628186,1.7374614659199814,3.0187723455568105,,,
FRA,2015,36702.4323733379,66548272.0,0.0,0.0,0,10.510598309049092,18.013438137028768,1.7445168241465474,3.043338949730356,,,
FRA,2016,36920.5342846914,66724104.0,0.0,0.0,0,10.516523159928422,18.01607682491442,1.7504416750258773,3.064046057667399,,,
FRA,2017,37580.5979329356,66918020.0,0.0,0.0,0,10.534243183775834,18.018978846077932,1.7681616988732891,3.1263957933624758,,,
FRO,2013,50121.7919684574,48245.0,0.0,0.0,0,10.822211161931463,10.784047474454484,2.0561296770289186,4.227669248759045,,,
FRO,2014,52645.8769957728,48427.0,0.0,0.0,0,10.871343204823827,10.787812788403233,2.105261719921282,4.432126909365915,,,
FRO,2015,52638.2668218454,48898.0,0.0,0.0,0,10.871198640340236,10.797491774831043,2.105117155437691,4.431518238118076,,,
FRO,2016,52758.462646154,49463.0,0.0,0.0,0,10.873479467781884,10.80898019431077,2.1073979828793394,4.441126258243909,,,
FRO,2017,53832.1022752798,50179.0,0.0,0.0,0,10.893625264763804,10.823351891463572,2.1275437798612593,4.526442535226335,,,
FSM,2013,2837.15746729135,108121.0,0.0,0.0,0,7.950557938129758,11.591006249330224,-0.8155235467727868,0.6650786553408659,,,
FSM,2014,2757.39654878889,108396.0,0.0,0.0,0,7.922042234118877,11.593546466937843,-0.8440392507836671,0.7124022568634542,,,
FSM,2015,2869.86276169101,108716.0,0.0,0.0,0,7.96201948938421,11.596494256389546,-0.8040619955183343,0.6465156926369259,,,
FSM,2016,2896.47282245468,109075.0,0.0,0.0,0,7.971249007601128,11.59979099799181,-0.7948324773014166,0.6317586669731069,,,
FSM,2017,2945.60147384462,109481.0,0.0,0.0,0,7.9880683108333255,11.603506297201317,-0.7780131740692191,0.6053044990252611,,,
GAB,2013,6938.25753862236,1913059.0,0.0,0.0,0,8.844805946849753,14.464214089556833,0.07872446194720872,0.0061975409088775146,,,
GAB,2014,6998.60545439576,1978399.0,0.0,0.0,0,8.853466187389746,14.49779848973026,0.08738470248720098,0.00763608622877663,,,
GAB,2015,7047.12654634355,2040989.0,0.0,0.0,0,8.860375230643234,14.528945052262515,0.09429374574068916,0.008891310485809736,,,
GAB,2016,6991.3251446736,2100306.0,0.0,0.0,0,8.852425394466891,14.55759360636407,0.08634390956434679,0.007455270718856097,,,
GAB,2017,6840.05959347802,2156900.0,0.0,0.0,0,8.830551723075429,14.584182563610465,0.06447023817288411,0.004156411610068403,,,
GBR,2013,43585.8731772281,64138000.0,0.0,0.0,0,10.68248836713804,17.976547569953286,1.9164068822354956,3.6726153382795728,,,
GBR,2014,44628.5724578217,64619000.0,0.0,0.0,0,10.706129570954941,17.984019043155772,1.9400480860523963,3.763786576195566,,,
GBR,2015,45256.040227057,65087000.0,0.0,0.0,0,10.720091425900469,17.991235394457203,1.9540099409979241,3.8181548495187108,,,
GBR,2016,45888.7099614563,65606000.0,0.0,0.0,0,10.733974395454329,17.999177713146427,1.9678929105517842,3.8726025073999724,,,
GBR,2017,47019.4510419999,65964000.0,0.0,0.0,0,10.758316647036539,18.004619696630797,1.9922351621339942,3.969000941243062,,,
GEO,2013,3806.50600649051,3717668.0,1950.0,3533050.0,1,8.244466988701284,15.128607147956398,-0.521614496201261,0.2720816826472953,0.839057029186175,0.8546271080499653,0.8404044462859354
GEO,2014,3960.35080091901,3719414.0,662.0,961600.0,1,8.28408788641567,15.129076686958946,-0.4819935984868753,0.23231782898232714,0.839057029186175,0.8546271080499653,0.8404044462859354
GEO,2015,4086.6223465965,3725276.0,1041.0,1571925.0,1,8.315474075721646,15.130651501010707,-0.4506074091808987,0.20304703720872186,0.839057029186175,0.8546271080499653,0.8404044462859354
GEO,2016,4225.09154904806,3727505.0,563.0,873225.0,1,8.34879620797026,15.131249667001754,-0.4172852769322848,0.1741270023444536,0.839057029186175,0.8546271080499653,0.8404044462859354
GEO,2017,4442.50744127374,3728004.0,381.0,506950.0,1,8.398974235046817,15.131383527748417,-0.36710724985572796,0.13476773289663588,0.839057029186175,0.8546271080499653,0.8404044462859354
GHA,2013,1718.59704769958,27386193.0,3140.0,1711400.0,1,7.449263567025663,17.125549539245963,-1.3168179178768815,1.7340094288416055,0.596242808609567,0.5156240956019457,-0.2351639140308699
GHA,2014,1726.36930134647,28041592.0,905.0,1132050.0,1,7.453775812456562,17.149199394553204,-1.3123056724459827,1.722146177933903,0.596242808609567,0.5156240956019457,-0.2351639140308699
GHA,2015,1722.77282833606,28696068.0,1291.0,1481350.0,1,7.4516903812515745,17.172270667859696,-1.3143911036509701,1.7276239733568153,0.596242808609567,0.5156240956019457,-0.2351639140308699
GHA,2016,1740.81101902928,29356742.0,1410.0,1475550.0,1,7.462106386506756,17.19503278825081,-1.3039750983957887,1.700351057236307,0.596242808609567,0.5156240956019457,-0.2351639140308699
GHA,2017,1841.44636153249,30008354.0,1753.0,1876025.0,1,7.518306607865188,17.21698636752845,-1.2477748770373562,1.5569421437655895,0.596242808609567,0.5156240956019457,-0.2351639140308699
GIN,2013,729.833143236326,11191873.0,0.0,0.0,0,6.592815937106983,16.23069844787208,-2.1732655477955616,4.723083141235143,,,
GIN,2014,738.272274481308,11472924.0,0.0,0.0,0,6.604312692171993,16.255500382511105,-2.161768792730552,4.673244313223707,,,
GIN,2015,747.356966759448,11767070.0,0.0,0.0,0,6.616542938138529,16.280815510268347,-2.149538546764016,4.620515964024358,,,
GIN,2016,807.236421043888,12073030.0,0.0,0.0,0,6.693616588244367,16.306484597195062,-2.072464896658178,4.2951107478803925,,,
GIN,2017,867.907502577607,12385659.0,0.0,0.0,0,6.766085145131337,16.332049829017674,-1.999996339771208,3.999985359098229,,,
GMB,2013,638.522368532214,2103820.0,0.0,0.0,0,6.459156707798993,14.559265297849215,-2.3069247771035517,5.321901927214272,,,
GMB,2014,611.879472952196,2164528.0,0.0,0.0,0,6.416535323496578,14.587712881793438,-2.349546161405967,5.5203671645775145,,,
GMB,2015,619.536364296461,2224529.0,0.0,0.0,0,6.428971398775769,14.615055765780705,-2.337110086126776,5.462083554675506,,,
GMB,2016,615.193365494386,2283769.0,0.0,0.0,0,6.421936633826368,14.641337706289445,-2.3441448510761766,5.49501508282695,,,
GMB,2017,628.777299272925,2342189.0,0.0,0.0,0,6.44377713879812,14.666596520139901,-2.322304346104424,5.393097475935497,,,
GNB,2013,634.095456089352,1695973.0,0.0,0.0,0,6.452199504759086,14.343767175395943,-2.3138819801434583,5.354049818032611,,,
