country_code,year,n_loans,total_loan_amount,log_total_loan_amount,log_gdp_pc,population,log_population,institutional_pca1,institutional_index,financial_access_index,poverty_rate
AZ,2014,986,1662325.0,14.323727782813696,8.61406626855578,9827589.0,16.100704192456938,-0.0150797117754313,0.0146587747071532,-0.2721452681157406,
AZ,2015,659,864200.0,13.66955950247997,8.61259493907989,9827589.0,16.100704192456938,-0.0150797117754313,0.0146587747071532,-0.2721452681157406,
AZ,2016,288,339775.0,12.736038912823549,8.570301290618433,9827589.0,16.100704192456938,-0.0150797117754313,0.0146587747071532,-0.2721452681157406,
BF,2013,6,12500.0,9.433483923290392,6.424449699638341,19193382.0,16.77007609007962,-0.5300958940549196,-0.4279539490148614,-0.7678303811541541,
BF,2014,407,512400.0,13.146860849004716,6.437074436779727,19193382.0,16.77007609007962,-0.5300958940549196,-0.4279539490148614,-0.7678303811541541,58.7
BF,2015,653,874975.0,13.681950593503009,6.445917816849948,19193382.0,16.77007609007962,-0.5300958940549196,-0.4279539490148614,-0.7678303811541541,
BF,2016,876,1072075.0,13.885106580852177,6.474539375075246,19193382.0,16.77007609007962,-0.5300958940549196,-0.4279539490148614,-0.7678303811541541,
BF,2017,518,500750.0,13.123862253528065,6.506196994781747,19193382.0,16.77007609007962,-0.5300958940549196,-0.4279539490148614,-0.7678303811541541,
BI,2013,37,113600.0,11.640438785269188,5.558028565529742,10864245.0,16.200987680072725,-1.379407877621485,-1.2421188437816004,,75.8
BI,2014,372,1107400.0,13.917525483371003,5.565656626531303,10864245.0,16.200987680072725,-1.379407877621485,-1.2421188437816004,,
BI,2015,279,867950.0,13.673889388296695,5.538917993469317,10864245.0,16.200987680072725,-1.379407877621485,-1.2421188437816004,,
BI,2016,167,508600.0,13.139417131970156,5.553199753012852,10864245.0,16.200987680072725,-1.379407877621485,-1.2421188437816004,,
BI,2017,25,70300.0,11.160527077798756,5.5672975409583785,10864245.0,16.200987680072725,-1.379407877621485,-1.2421188437816004,,
BJ,2014,496,468950.0,13.058251431937084,6.922085120824665,11175692.0,16.22925162048406,-0.060552466438604,-0.0720176035063484,-0.6836300378046302,
BJ,2017,1,50000.0,10.819778284410283,6.94013022085892,11175692.0,16.22925162048406,-0.060552466438604,-0.0720176035063484,-0.6836300378046302,
BO,2013,119,222350.0,12.312007995938842,7.935055784918088,11051600.0,16.218085771826143,-0.5676760706634482,-0.542056601234785,0.9704799525757932,6.8
BO,2014,2613,4997400.0,15.424428335151488,7.972777145452693,11051600.0,16.218085771826143,-0.5676760706634482,-0.542056601234785,0.9704799525757932,5.6
BO,2015,2956,6829250.0,15.7367254158542,8.005037649739139,11051600.0,16.218085771826143,-0.5676760706634482,-0.542056601234785,0.9704799525757932,6.2
BO,2016,2483,5876250.0,15.586429361320477,8.031895790581249,11051600.0,16.218085771826143,-0.5676760706634482,-0.542056601234785,0.9704799525757932,7.2
BO,2017,635,1918000.0,14.46679353442552,8.058379271145233,11051600.0,16.218085771826143,-0.5676760706634482,-0.542056601234785,0.9704799525757932,6.4
BR,2013,1,1700.0,7.438383530044307,9.144920208621224,209288278.0,19.159223180114452,0.0994668940036019,0.130527015487773,0.4866610864791008,5.4
BR,2014,50,66200.0,11.1004357419251,9.141883968180045,209288278.0,19.159223180114452,0.0994668940036019,0.130527015487773,0.4866610864791008,4.7
BR,2015,38,50950.0,10.83860003865087,9.097865228260668,209288278.0,19.159223180114452,0.0994668940036019,0.130527015487773,0.4866610864791008,5.4
BR,2016,110,312450.0,12.652199735357227,9.056937736591848,209288278.0,19.159223180114452,0.0994668940036019,0.130527015487773,0.4866610864791008,6.5
BR,2017,85,230900.0,12.349739995342587,9.062797225494023,209288278.0,19.159223180114452,0.0994668940036019,0.130527015487773,0.4866610864791008,6.9
BT,2017,2,20000.0,9.903487552536127,8.074589618989068,807610.0,13.601834547711666,1.5508858378612786,1.3513278835926263,0.1610565829179904,2.6
BZ,2014,102,103500.0,11.547326891687561,8.718744627943913,374681.0,12.83383027626367,0.0401767239526889,-0.0374139013347947,0.1591864686325823,
BZ,2016,23,10525.0,9.261508658550582,8.701548174369977,374681.0,12.83383027626367,0.0401767239526889,-0.0374139013347947,0.1591864686325823,
CD,2013,28,122975.0,11.719736361663541,6.1410190710467045,81339988.0,18.21414831091445,-1.6579514709203065,-1.5241889798795083,-0.9231954628284872,
CD,2014,761,3860050.0,15.166190694724994,6.177591856753407,81339988.0,18.21414831091445,-1.6579514709203065,-1.5241889798795083,-0.9231954628284872,
CD,2015,821,2999075.0,14.913814465754555,6.206226335413076,81339988.0,18.21414831091445,-1.6579514709203065,-1.5241889798795083,-0.9231954628284872,
CD,2016,880,2579925.0,14.763270886707824,6.174746846158916,81339988.0,18.21414831091445,-1.6579514709203065,-1.5241889798795083,-0.9231954628284872,
CD,2017,583,1699125.0,14.345623970637549,6.17971574322527,81339988.0,18.21414831091445,-1.6579514709203065,-1.5241889798795083,-0.9231954628284872,
CG,2014,97,587225.0,13.283163330308037,7.819508204766065,5260750.0,15.47578416010087,-0.4628875480152302,-0.4989686336602212,,
CG,2015,31,199025.0,12.20118572395678,7.799487665806783,5260750.0,15.47578416010087,-0.4628875480152302,-0.4989686336602212,,
CI,2017,1,50000.0,10.819778284410283,7.587216390032502,24294750.0,17.00577083558603,-0.3690759556998419,-0.2993876762780958,-0.6520002624140412,
CL,2013,4,18475.0,9.824173745816402,9.48666314331262,18054726.0,16.708918036726978,1.4182618573932184,1.370859301227197,0.0458645841777895,0.8
CL,2014,4,19250.0,9.86526633971593,9.494462668646662,18054726.0,16.708918036726978,1.4182618573932184,1.370859301227197,0.0458645841777895,
CL,2015,2,84925.0,11.349523793028785,9.505538153004627,18054726.0,16.708918036726978,1.4182618573932184,1.370859301227197,0.0458645841777895,0.7
CM,2013,35,15200.0,9.629050706834368,7.205793340346183,24053727.0,16.995800511324585,-0.9950886402489684,-0.8594719640250501,-0.8177418467485632,
CM,2014,241,119900.0,11.694413341015606,7.23115630443297,24053727.0,16.995800511324585,-0.9950886402489684,-0.8594719640250501,-0.8177418467485632,29.0
CM,2015,96,46150.0,10.739652239930999,7.254884878703262,24053727.0,16.995800511324585,-0.9950886402489684,-0.8594719640250501,-0.8177418467485632,
CM,2016,797,306525.0,12.633054597100587,7.269350911545435,24053727.0,16.995800511324585,-0.9950886402489684,-0.8594719640250501,-0.8177418467485632,
CM,2017,1061,448575.0,13.013831170580868,7.275800120381733,24053727.0,16.995800511324585,-0.9950886402489684,-0.8594719640250501,-0.8177418467485632,
CN,2014,10,24200.0,10.094107912144779,8.947230960796519,1409517397.0,21.066513211116977,0.6400001972113206,0.6209204823424473,-0.1861905353489575,4.7
