poverty_tercile,Z_split,n_countries,total_loans,mean_loans_pc,mean_amt_pc,mean_fin_access,mean_branches,mean_atms,mean_accounts,mean_credit
High poverty,High-Z,6,78347,0.0007338093568482511,1.178935935049464,0.338189404740767,20.796481002777778,41.40477686111111,1062.3298405555556,39.495919444444446
High poverty,Low-Z,19,245292,0.0007844524368986558,0.6185548947293537,-0.6906334519979389,3.451614286666667,6.018710117017544,241.54772497777776,17.606648981481484
Low poverty,High-Z,20,82143,0.000434582049732483,0.6285813870242312,1.2079415243008853,30.682165153333337,98.96364652631578,1208.2019793333334,76.3521649122807
Low poverty,Low-Z,8,462874,0.0017139424423755815,1.83447307353335,-0.290342253998625,8.238141197916667,32.80757458125,425.02180633333336,67.3907619047619
Medium poverty,High-Z,13,289651,0.0021260465308299793,2.217167914433835,0.22569537207874663,13.550552328717949,50.735270865384614,965.2048209259259,51.992488888888886
Medium poverty,Low-Z,12,189177,0.001204940903183474,0.9678608020595035,-0.5510760080545212,5.8596442062500005,9.816541409722221,367.9590037878788,18.533641666666668
